"PART NUMBER","COMPONENT DENSITY","SPEED","MT/S","I/O VOLTAGE","OPERATING TEMP","BUS WIDTH","CAS LATENCY","PIN COUNT","PART STATUS CODE","COMPONENT CONFIG","DRY PACK QTY","PACKAGE DIMENSION (W X L X H) MM","TAPE & REEL QTY","NUMBER OF COMPONENTS","PART TYPE","TECHNOLOGY","PACKAGE","FAMILY"
"MT62F2G64D8ZA-023VWT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","496-ball","Obsolete","2Gb x64","1190","14.00 x 12.40 x 0.71","2500","8","COMPONENT","LPDDR5","WFBGA","DRAM"
"MT62F768M32D2DS-023 AAT:B","24Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","End of Life","768Mb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4CZ-023 AIT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","768Mb x64","1020","8.00 x 12.40 x 1.20","2500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M32D2DS-023 AAT:C","24Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","768Mb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023FAIT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Contact Sales","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F1G64D4EK-023 FAUT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Production","1Gb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M64D2CZ-023 AAT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Contact Sales","512Mb x64","1020","8.00 x 12.40 x 1.20","2500","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8CZ-023 FAAT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Production","2Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4EK-023 AUT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","End of Life","768Mb x64","1190","14.00 x 14.00 x 1.10","1500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4EK-023 AUT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Production","768Mb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 WT:D","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","End of Life","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M64D2EK-023FAUT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Production","512Mb x64","1190","14.00 x 14.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 WT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","End of Life","1.5Gb x64","1190","14.00 x 14.00 x 1.10","1500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023 WT:F","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","Contact Sales","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F1536M64D8EK-023 WT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","Contact Sales","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M32D4DS-023 AUT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x32","CL = Programmable","315-ball","Production","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M32D4DS-023 AUT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x32","CL = Programmable","315-ball","End of Life","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023 WT:B","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","End of Life","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F4G32D8DV-023 WT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","Production","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F1G64D4CZ-023FAIT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","End of Life","1Gb x64","1020","8.00 x 12.40 x 1.20","2500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 AIT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","441-ball","End of Life","1.5Gb x64","1190","14.00 x 14.00 x 1.10","1500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8EK-023 AUT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Production","2Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8EK-023 AUT:B","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Obsolete","2Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023 AIT:B","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","End of Life","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F1536M32D4DS-023 FAAT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CZ-023 AUT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","561-ball","End of Life","1.5Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M32D4DS-023 FAAT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023 AIT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Contact Sales","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F512M64D2CZ-023FAIT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","512Mb x64","1020","8.00 x 12.40 x 1.20","2500","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CL-023 WT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","496-ball","End of Life","1.5Gb x64","1190","14.00 x 12.40 x 0.69","2500","8","COMPONENT","LPDDR5","WFBGA","DRAM"
"MT62F1536M64D8EK-023 AIT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","441-ball","Production","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M32D4DS-023 AAT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023FAIT:C","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Production","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M32D4DS-023 AAT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Obsolete","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4EK-023 WT:D","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","Sampling","768Mb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4EK-023 WT:C","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","Production","768Mb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M64D4EK-023 WT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","End of Life","768Mb x64","1190","14.00 x 14.00 x 1.10","1500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 WT:D","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","Sampling","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4CZ-023 FAAT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Production","1Gb x64","1020","8.00 x 12.40 x 1.20","2500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CZ-023 AIT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","1.5Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 AAT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","441-ball","Contact Sales","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M32D1DS-023 WT:E","16Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","Production","512Mb x32","1050","12.40 x 15.00 x 1.10","2000","1","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 AAT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","441-ball","End of Life","1.5Gb x64","1190","14.00 x 14.00 x 1.10","1500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 AIT:C","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Contact Sales","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 AIT:B","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Obsolete","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4ZV-023 WT:B","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","496-ball","End of Life","1Gb x64","1190","14.00 x 12.40 x 0.63","2500","4","COMPONENT","LPDDR5","UFBGA","DRAM"
"MT62F1G32D2DS-023 WT:B","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","End of Life","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G32D4DS-023 AIT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Contact Sales","2Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F4G32D8DV-023 FAAT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","4Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F2G32D4DS-023 AIT:B","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","End of Life","2Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 WT:C","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","Production","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CZ-023 AAT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Contact Sales","1.5Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M64D2EK-023 WT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","Contact Sales","512Mb x64","1190","14.00 x 14.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 AAT:C","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8CZ-023 AIT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","2Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G32D2DS-023 AAT:B","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","End of Life","1Gb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M64D2EK-023RFWT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","441-ball","Production","512Mb x64","1190","14.00 x 14.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M32D2DS-023 FAAT:C","24Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","End of Life","768Mb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F768M32D2DS-023 FAAT:B","24Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Obsolete","768Mb x32","1050","12.40 x 15.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M32D1DS-023 AIT:E","16Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Contact Sales","512Mb x32","1050","12.40 x 15.00 x 1.10","2000","1","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4CZ-023 AAT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Contact Sales","1Gb x64","1020","8.00 x 12.40 x 1.20","2500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M32D1DS-023 AAT:E","16Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x32","CL = Programmable","315-ball","Production","512Mb x32","1050","12.40 x 15.00 x 1.10","2000","1","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4CZ-023 AIT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","1Gb x64","1020","8.00 x 12.40 x 1.20","2500","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 FAAT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","441-ball","Obsolete","1.5Gb x64","1190","14.00 x 14.00 x 1.10","1500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023FAIT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","441-ball","Production","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F512M64D2CZ-023 AIT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x64","CL = Programmable","561-ball","Production","512Mb x64","1020","8.00 x 12.40 x 1.20","2500","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8EK-023 FAAT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","441-ball","Production","1.5Gb x64","1190","14.00 x 14.00 x 1.10","2000","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8CZ-023FAUT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","561-ball","Contact Sales","2Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G64D8CZ-023 AAT:C","128Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","561-ball","Contact Sales","2Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F2G32D4DS-023FAUT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x32","CL = Programmable","315-ball","Production","2Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4EK-023 FAAT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +105C","x64","CL = Programmable","441-ball","Contact Sales","1Gb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4EK-023 AUT:C","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Contact Sales","1Gb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1G64D4EK-023 AUT:B","64Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Obsolete","1Gb x64","1190","14.00 x 14.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F3G32D8DV-023 WT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x32","CL = Programmable","315-ball","End of Life","3Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F3G32D8DV-023 AUT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x32","CL = Programmable","315-ball","Production","3Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F512M64D2EK-023 AUT:E","32Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x64","CL = Programmable","441-ball","Production","512Mb x64","1190","14.00 x 14.00 x 1.10","2000","2","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F3G32D8DV-023 AUT:B","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +125C","x32","CL = Programmable","315-ball","Obsolete","3Gb x32","1050","12.40 x 15.00 x 1.30","2000","8","COMPONENT","LPDDR5","LFBGA","DRAM"
"MT62F1536M32D4DS-023 IT:B","48Gb","4266MHz","8533MTPS","0.5 VOLTS","-40C to +95C","x32","CL = Programmable","315-ball","Obsolete","1.5Gb x32","1050","12.40 x 15.00 x 1.10","2000","4","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CZ-023 WT:C","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","561-ball","Production","1.5Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
"MT62F1536M64D8CZ-023 WT:D","96Gb","4266MHz","8533MTPS","0.5 VOLTS","-25C to +85C","x64","CL = Programmable","561-ball","Sampling","1.5Gb x64","1020","8.00 x 12.40 x 1.20","2500","8","COMPONENT","LPDDR5","TFBGA","DRAM"
