PART NUMBER,FAMILIA,TIPO,CLASSE,LARGURA,ORGANIZACAO,PROVA,EMPILHADO,CAPACIDADE,CONFIDENCE,REVIEW,FONTE,OBS
K4A4G085WEBCTD,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WEBITD,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WF,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WFBCTD,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WFBCWE,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WG,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G085WGBCWE,K4A,DDR4,dram_pc,x8,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WDBC,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WDBCPB,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WDBCRC,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WE,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WEBCRC,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WEBCTD,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WEBCWE,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WF,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WFBCTD,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WFBCWE,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WG,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A4G165WGBCWE,K4A,DDR4,dram_pc,x16,,regra,,512MB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G045WBBC,K4A,DDR4,dram_pc,x4,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G045WBBCPB,K4A,DDR4,dram_pc,x4,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G045WBBCRC,K4A,DDR4,dram_pc,x4,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WB,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WBBC,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WBBCPB,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WBBCRC,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WBBCTD,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WC,K4A,DDR4,dram_pc,x8,1Gx8,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""1Gx8(K4A8G085WC-BC##)*8"" e ""*16"""
K4A8G085WCBCRC,K4A,DDR4,dram_pc,x8,1Gx8,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""1Gx8(K4A8G085WC-BC##)*8"" e ""*16"""
K4A8G085WCBCTD,K4A,DDR4,dram_pc,x8,1Gx8,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""1Gx8(K4A8G085WC-BC##)*8"" e ""*16"""
K4A8G085WCBCWE,K4A,DDR4,dram_pc,x8,1Gx8,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""1Gx8(K4A8G085WC-BC##)*8"" e ""*16"""
K4A8G085WG,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G085WGBCWE,K4A,DDR4,dram_pc,x8,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WB,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WBBCPB,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WBBCRC,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WBBITD,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WC,K4A,DDR4,dram_pc,x16,512Mx16,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""512Mx16(K4A8G165WC-BC##)*4"""
K4A8G165WCBCRC,K4A,DDR4,dram_pc,x16,512Mx16,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""512Mx16(K4A8G165WC-BC##)*4"""
K4A8G165WCBCTD,K4A,DDR4,dram_pc,x16,512Mx16,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""512Mx16(K4A8G165WC-BC##)*4"""
K4A8G165WCBCWE,K4A,DDR4,dram_pc,x16,512Mx16,datasheet-fabricante,,1GB,confirmed,approved,https://download.semiconductor.samsung.com/resources/data-sheet/DDR4_8Gb_C_die_Unbuffered_DIMM_Rev1.4_Apr.18.pdf,"Samsung DDR4 8Gb C-die Unbuffered DIMM Rev1.4 Tab.1: ""512Mx16(K4A8G165WC-BC##)*4"""
K4A8G165WG,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4A8G165WGBCWE,K4A,DDR4,dram_pc,x16,,regra,,1GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG085WA,K4A,DDR4,dram_pc,x8,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG085WABCTD,K4A,DDR4,dram_pc,x8,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG085WABCWE,K4A,DDR4,dram_pc,x8,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG085WC,K4A,DDR4,dram_pc,x8,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG085WCBCWE,K4A,DDR4,dram_pc,x8,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG165WA,K4A,DDR4,dram_pc,x16,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG165WABCTD,K4A,DDR4,dram_pc,x16,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG165WABCWE,K4A,DDR4,dram_pc,x16,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG165WB,K4A,DDR4,dram_pc,x16,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4AAG165WBMCTD,K4A,DDR4,dram_pc,x16,,regra,,2GB,confirmed,approved,,"regra posicional — familia K4A corroborada por 14 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446D,K4B,DDR3,dram_pc,x4,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411806/SAMSUNG/K4B1G0446D.html,campo interface do KnownPart = 'x4'
K4B1G0446D-HCH9,K4B,DDR3,dram_pc,x4,,banco,,128MB,confirmed,approved,https://www.datasheets.com/,campo interface do KnownPart = 'x4'
K4B1G0446F,K4B,DDR3,dram_pc,x4,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347880/SAMSUNG/K4B1G0446F.html,campo interface do KnownPart = 'x4'
K4B1G0446GBC,K4B,DDR3,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBCH9,K4B,DDR3,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBCK0,K4B,DDR3,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBCMA,K4B,DDR3,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBY,K4B,DDR3L,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBYF8,K4B,DDR3L,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBYH9,K4B,DDR3L,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0446GBYK0,K4B,DDR3L,dram_pc,x4,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846D,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411807/SAMSUNG/K4B1G0846D.html,campo interface do KnownPart = 'x8'
K4B1G0846E,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347878/SAMSUNG/K4B1G0846E.html,campo interface do KnownPart = 'x8'
K4B1G0846E-HCF8,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.datasheets360.com/part/detail/k4b1g0846e-hcf8/-2032437245228984059/,campo interface do KnownPart = 'x8'
K4B1G0846F,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347881/samsung/k4b1g0846f.html,campo interface do KnownPart = 'x8'
K4B1G0846F-HCF8,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347881/samsung/k4b1g0846f.html,campo interface do KnownPart = 'x8'
K4B1G0846F-HCH9,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,https://www.datasheets360.com/,campo interface do KnownPart = 'x8'
K4B1G0846GBC,K4B,DDR3,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBCH9,K4B,DDR3,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBCK0,K4B,DDR3,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBCMA,K4B,DDR3,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBY,K4B,DDR3L,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBYH9,K4B,DDR3L,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846GBYK0,K4B,DDR3L,dram_pc,x8,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G0846I,K4B,DDR3,dram_pc,x8,,banco,,128MB,manual,approved,,campo interface do KnownPart = 'x8'
K4B1G0846IBCK0,K4B,DDR3,dram_pc,x8,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B1G0846IBYK0,K4B,DDR3L,dram_pc,x8,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B1G0846IBYMA,K4B,DDR3L,dram_pc,x8,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B1G0846IBYNB,K4B,DDR3L,dram_pc,x8,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B1G1646C,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/211291/SAMSUNG/K4B1G1646C-CF8.html,campo interface do KnownPart = 'x16'
K4B1G1646C-CF8,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/211291/SAMSUNG/K4B1G1646C-CF8.html,campo interface do KnownPart = 'x16'
K4B1G1646C-ZCF7,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/211288/SAMSUNG/K4B1G1646C-ZCF7.html,campo interface do KnownPart = 'x16'
K4B1G1646C-ZCG9,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/211294/SAMSUNG/K4B1G1646C-ZCG9.html,campo interface do KnownPart = 'x16'
K4B1G1646D,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411816/SAMSUNG/K4B1G1646D-HCF8.html,campo interface do KnownPart = 'x16'
K4B1G1646D-HCF8,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411816/SAMSUNG/K4B1G1646D-HCF8.html,campo interface do KnownPart = 'x16'
K4B1G1646D-HCH9,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411817/SAMSUNG/K4B1G1646D-HCH9.html,campo interface do KnownPart = 'x16'
K4B1G1646E,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347879/SAMSUNG/K4B1G1646E.html,campo interface do KnownPart = 'x16'
K4B1G1646E-HCF7,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.jotrin.com/product/parts/K4B1G1646E_HCF7,campo interface do KnownPart = 'x16'
K4B1G1646E-HCF8,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://octopart.com/k4b1g1646e-hcf8-samsung-28559440,campo interface do KnownPart = 'x16'
K4B1G1646E-HCH9,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://octopart.com/k4b1g1646e-hch9-samsung-18711819,campo interface do KnownPart = 'x16'
K4B1G1646E-HCK0,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://octopart.com/search?q=K4B1G1646E-HCK0,campo interface do KnownPart = 'x16'
K4B1G1646G,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/1425675/SAMSUNG/K4B1G1646G-BC.html,campo interface do KnownPart = 'x16'
K4B1G1646G-BCF8,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.bdtic.com/DataSheet/SAMSUNG/K4B1G1646G_commercial.pdf,campo interface do KnownPart = 'x16'
K4B1G1646GBC,K4B,DDR3,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBCH9,K4B,DDR3,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBCK0,K4B,DDR3,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBCMA,K4B,DDR3,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBCNB,K4B,DDR3,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBQK0,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,https://www.bdtic.com/DataSheet/SAMSUNG/K4B1G1646G_commercial.pdf,campo interface do KnownPart = 'x16'
K4B1G1646GBY,K4B,DDR3L,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBYH9,K4B,DDR3L,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646GBYK0,K4B,DDR3L,dram_pc,x16,,regra,,128MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B1G1646I,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B1G1646IBCK0,K4B,DDR3,dram_pc,x16,,banco,,128MB,confirmed,approved,,campo interface do KnownPart = 'x16'
K4B2G0446B,K4B,DDR3,dram_pc,x4,,banco,,256MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347882/SAMSUNG/K4B2G0446B.html,campo interface do KnownPart = 'x4'
K4B2G0446B-HCH9,K4B,DDR3,dram_pc,x4,,banco,,256MB,confirmed,approved,https://www.absunshine.com/en/parts/K4B2G0446B-HCH9-SAMSUNG-3939704,campo interface do KnownPart = 'x4'
K4B2G0446C,K4B,DDR3,dram_pc,x4,,banco,,,confirmed,approved,,campo interface do KnownPart = 'x4'
K4B2G0446D,K4B,DDR3,dram_pc,x4,,banco,,,confirmed,approved,,campo interface do KnownPart = 'x4'
K4B2G0446QBC,K4B,DDR3,dram_pc,x4,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0446QBCK0,K4B,DDR3,dram_pc,x4,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0446QBCMA,K4B,DDR3,dram_pc,x4,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0446QBY,K4B,DDR3L,dram_pc,x4,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0446QBYK0,K4B,DDR3L,dram_pc,x4,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846C,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://octopart.com/k4b2g0846c-hch9-samsung-27952999,campo interface do KnownPart = 'x8'
K4B2G0846CHCH9,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://octopart.com/k4b2g0846c-hch9-samsung-27952999,campo interface do KnownPart = 'x8'
K4B2G0846CHYH9,K4B,DDR3L,dram_pc,x8,,banco,,256MB,confirmed,approved,https://www.jotrin.com/product/parts/K4B2G0846C_HYH9.html,campo interface do KnownPart = 'x8'
K4B2G0846D,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/411718/SAMSUNG/K4B2G0846D.html,campo interface do KnownPart = 'x8'
K4B2G0846D-HCH9,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://octopart.com/k4b2g0846d-hch9-samsung,campo interface do KnownPart = 'x8'
K4B2G0846D-HYH9,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://www.datasheets360.com/,campo interface do KnownPart = 'x8'
K4B2G0846D-HYK0,K4B,DDR3,dram_pc,x8,,banco,,256MB,confirmed,approved,https://www.datasheets360.com/,campo interface do KnownPart = 'x8'
K4B2G0846F,K4B,DDR3L,dram_pc,x8,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B2G0846FBYMA,K4B,DDR3L,dram_pc,x8,,banco,,256MB,confirmed,approved,,campo interface do KnownPart = 'x8'
K4B2G0846QBC,K4B,DDR3,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846QBCK0,K4B,DDR3,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846QBCMA,K4B,DDR3,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846QBY,K4B,DDR3L,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846QBYK0,K4B,DDR3L,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G0846QBYMA,K4B,DDR3L,dram_pc,x8,,regra,,256MB,confirmed,approved,,"regra posicional — familia K4B corroborada por 100 concordancia(s), 0 divergencias, larguras x16,x4,x8"
K4B2G1646B,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://www.digipart.com/part/K4B2G1646B-HCK0,campo interface do KnownPart = 'x16'
K4B2G1646B-HCH9,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://www.jotrin.com/product/parts/K4B2G1646B_HCH9,campo interface do KnownPart = 'x16'
K4B2G1646B-HCK0,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://www.digipart.com/part/K4B2G1646B-HCK0,campo interface do KnownPart = 'x16'
K4B2G1646C,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://www.alldatasheet.com/datasheet-pdf/pdf/347917/SAMSUNG/K4B2G1646C.html,campo interface do KnownPart = 'x16'
K4B2G1646CHCH9,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://www.win-source.net/products/detail/samsung/k4b2g1646c-hch9.html,campo interface do KnownPart = 'x16'
K4B2G1646CHCK0,K4B,DDR3,dram_pc,x16,,banco,,256MB,confirmed,approved,https://datasheet.ciiva.com/26786/k4b2g1646c-hck0-26786973.pdf,campo interface do KnownPart = 'x16'
